party_id,election_date,language,source,has_eu_code,is_primary_doc,may_contradict_core_dataset,manifesto_id,md5sum_text,url_original,md5sum_original,annotations,handbook,is_copy_of,title,key
62620,199706,english,CEMP,False,True,False,62620_199706,3b9e4a3cad9735705b99708ec38d4694,,,False,,,Jean Charest’s plan Canada’s next century,62620_199706
62621,199706,english,CEMP,False,True,False,62621_199706,14bfb64dbd938ed63eef6f42fba4516d,,,False,,,A 6 point plan to build a brighter future together,62621_199706
62901,199706,english,CEMP,False,True,False,62901_199706,e098942fe6fbf2626b15880ba84e5d61,,,False,,,Election platform,62901_199706
62320,200011,english,CEMP,False,True,False,62320_200011,a48009a21f7cc5436d65c8787449911f,/down/originals/62320_2000.pdf,cc157fe45b1153d42928a4ee8fece0fd,False,,,Think How Much Better Canada Could be. The ND Commitments to Canadians,62320_200011
62420,200011,english,CEMP,False,True,False,62420_200011,7ed3cbbf464dff1f38aa2e8e068d6141,/down/originals/62420_2000.pdf,87446e49e71005b446e09913af8fad5c,False,,,Opportunity for all. The Liberal Plan for the Future of Canada,62420_200011
62620,200011,english,CEMP,False,True,False,62620_200011,afa42299cfffa66d13cad46e981098de,/down/originals/62620_2000.pdf,2a43c1f3de3578982b11fe2f450e8f85,False,,,Canadians have a Choice in this Election,62620_200011
62622,200011,english,CEMP,False,True,False,62622_200011,fd746239d840a7c5d908b4bb07d87bc7,/down/originals/62622_2000.pdf,a5d8cbe44f741e689ff72d0837d8e730,False,,,A Time for Change. An Agenda of Respect for All Canadians,62622_200011
62901,200011,french,CEMP,False,True,False,62901_200011,52d1230008aaf92c09e000c26645479c,/down/originals/62901_2000.pdf,02e5997205906fb8f87b36e4b05398b2,False,,,‘Le Québec gagne á voter Bloc’ (English version),62901_200011
62320,200406,english,MARPOR,False,True,False,62320_200406,0dfa90b6a76088e8406753bbf120dd90,/down/originals/2015-1/62320_2004.pdf,8e91f16032c5461321abdf5f0f9a8803,True,3,,New energy. A positive choice.,62320_200406
62420,200406,english,MARPOR,False,True,False,62420_200406,55d2bab4d31d1f895054ab3c104a7139,/down/originals/2015-1/62420_2004.pdf,83a29c5a0820d2630d43717203ce06ab,True,3,,Moving Canada forward: The Paul Martin plan for getting things done,62420_200406
62623,200406,english,MARPOR,False,True,False,62623_200406,9881eaee3357be7aaaaaff1b208f513c,/down/originals/2015-1/62623_2004.pdf,00ef225c9f3f4ebc7b8e8463b8b37587,True,3,,Demanding better,62623_200406
62901,200406,french,MARPOR,False,True,False,62901_200406,6681ca6f8f6b9a949a5a5900d534cbd0,/down/originals/2015-1/62901_2004.pdf,1d108b99173be21b9d0691a025027522,True,3,,Un parti propre au Québec,62901_200406
62320,200601,english,MARPOR,False,True,False,62320_200601,ecdab63c204ce3c3083bab09431f1fa9,/down/originals/2015-1/62320_2006.pdf,93cb9b6b05c4bec1345818a80ad13012,True,3,,Getting results for people,62320_200601
62420,200601,english,MARPOR,False,True,False,62420_200601,16f761476dc847bcba5a51f038228842,/down/originals/2015-1/62420_2006.pdf,e57394db4f9b547fcf41aac4dc44f56a,True,3,,Securing Canada’s success,62420_200601
62623,200601,english,MARPOR,False,True,False,62623_200601,a18420eeac4b3f1aaa4400b9118068ee,/down/originals/2015-1/62623_2006.pdf,319e54eda60d280ff6b94a63490ea1d3,True,3,,Stand up for Canada,62623_200601
62901,200601,french,MARPOR,False,True,False,62901_200601,84bf10982a34c93a439215c91bff7e49,/down/originals/2015-1/62901_2006.pdf,8c42908cdd7ea1c6dbd0e2e4eee0724b,True,3,,"Heureusement, ici, c'est le Bloc",62901_200601
62110,200810,english,MARPOR,False,True,False,62110_200810,757e339ce2e15a128a9864c2781e2eee,/down/originals/2015-1/62110_2008.pdf,a8f1cd32f20a88e8cb1798d0f5123919,True,3,,Vision Green - What kind of Canada do we want in 2020?,62110_200810
62320,200810,english,MARPOR,False,True,False,62320_200810,c012d16c424318cb8fa96fdb60fa074d,/down/originals/2015-1/62320_2008.pdf,9e3da262a303d2f2130876e0649dc9d1,True,3,,"A Prime Minister on your family's side, for a change.",62320_200810
62420,200810,english,MARPOR,False,True,False,62420_200810,f670ccc667941b94b97b7f9544affae9,/down/originals/2015-1/62420_2008.pdf,325c6dde2b513df75257eac295a26063,True,3,,The green shift - building a Canadian economy for the 21st century,62420_200810
62623,200810,english,MARPOR,False,True,False,62623_200810,f16a23f9986612186ede4a7ca006dd78,/down/originals/2015-1/62623_2008.pdf,1d81459a105a898c1ac94484dbae7767,True,3,,The true north strong and free - Stephen Harper's plan for Canadians,62623_200810
62901,200810,french,MARPOR,False,True,False,62901_200810,1ee4f6f25a79b8a23353514640eb3121,/down/originals/2015-1/62901_2008.pdf,04363d545cc1d654286f2a4217d60a54,True,3,,Présent! Pour le Québec,62901_200810
62110,201105,french,MARPOR,False,True,False,62110_201105,633a7259854041db309815b570e03454,/down/originals/2017-1/62110_2011.pdf,8519965cd8d18eee5286689f272b57f0,True,4,,Économie innovante. Collectivités dynamiques. Démocratie véritable.,62110_201105
62320,201105,french,MARPOR,False,True,False,62320_201105,b5899ecd9cab811edd6e7da3d043e507,/down/originals/2017-1/62320_2011.pdf,af89f13fb4ada353aea4477e85694178,True,4,,Donner un répit à votre famille - des mesures concrètes,62320_201105
62420,201105,french,MARPOR,False,True,False,62420_201105,4a617708125437367d737178173c2d32,/down/originals/2017-1/62420_2011.pdf,a27343df0e4772fb9d54562e943aa7bd,True,4,,Votre famille. Votre avenir. Votre Canada.,62420_201105
62623,201105,french,MARPOR,False,True,False,62623_201105,c269119fd4e5c7a7d849b246f16e157b,/down/originals/2017-1/62623_2011.pdf,9c209056c9d11a936124d8cde89f9c47,True,4,,Ici pour le Canada,62623_201105
62901,201105,french,MARPOR,False,True,False,62901_201105,c230a31dacde5152f11f5af9eec37dd5,/down/originals/2017-1/62901_2011.pdf,41b55c70e694dc9985bdf4c97c6dcd4b,True,4,,Parlons Qc,62901_201105
62110,201510,english,MARPOR,False,,False,62110_201510,4500ed1a672b15e20647215c61b8d333,/down/originals/2016-2/62110_2015.pdf,f120d8edb4097de0ec846d9a66e894aa,True,4,,Vision Green 2015,62110_201510
62320,201510,english,MARPOR,False,,False,62320_201510,71ce53ada85b3c4c49029e2be70d1ce3,/down/originals/2016-2/62320_2015.pdf,88e4e21a5a9a0526f743252433d04f3f,True,4,,Building the country of our dreams,62320_201510
62420,201510,english,MARPOR,False,,False,62420_201510,bdb621865c6973a559f3cc45494a96df,/down/originals/2016-2/62420_2015.pdf,c3c8c81c5c23e1d8b1189d2cdf2b235c,True,4,,Real Change: A New Plan for a Strong Middle Class,62420_201510
62623,201510,english,MARPOR,False,,False,62623_201510,4fc20f90dad3b1b77f074ae1f13be414,/down/originals/2016-2/62623_2015.pdf,d39b0717b33712d6230f60c3cca8c6b4,True,4,,Protect our Economy: Our Conservative Plan to Protect the Economy,62623_201510
62901,201510,french,MARPOR,False,,False,62901_201510,c59aba758eabeacd12f0c55a78f75df7,/down/originals/2016-2/62901_2015.pdf,091b1f4bbf746a2c3d18e8ce8f2add6b,True,4,,Programme du Bloc Québécois,62901_201510
